,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds
8,2024-02-11T18:30:16Z,UCKLSjhp6XZUEYDT1DMcrj8w,"Brave African Youth Reacting, Why Africa Scared to Unite?","Please SUBSCRIBE, LIKE, COMMENT and Share, Thank for Watching #Love #Peace #AfricanSolutions.","{'default': {'url': 'https://i.ytimg.com/vi/sLYZKp11jXk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/sLYZKp11jXk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/sLYZKp11jXk/hqdefault.jpg', 'width': 480, 'height': 360}}",Make Afrika Great ,none,2024-02-11T18:30:16Z,sLYZKp11jXk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/sLYZKp11jXk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
18,2024-02-11T17:23:49Z,UCrPq2ekHx2vZtuyG3wUx0_g,The First Black QB to Win Super Bowl,,"{'default': {'url': 'https://i.ytimg.com/vi/7IqIN8iLHMc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7IqIN8iLHMc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7IqIN8iLHMc/hqdefault.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants,none,2024-02-11T17:23:49Z,7IqIN8iLHMc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/7IqIN8iLHMc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
31,2024-02-11T15:15:00Z,UCepJ2MwkHah89uXokQVgUrA,Bafana Bafana A Victory For Demographics? #Shorts (Part 2),South Africa's footballers bowed out of AFCON with their heads held high. A penalty-shootout defeat to Nigeria ended their dream ...,"{'default': {'url': 'https://i.ytimg.com/vi/4sTsYzqiHSg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4sTsYzqiHSg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4sTsYzqiHSg/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-02-11T15:15:00Z,4sTsYzqiHSg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/4sTsYzqiHSg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
17,2024-02-11T14:30:10Z,UCABZ7Z6SBTp4IsARDceOq7w,"DC Curry Confirms Why Katt Williams Is Mad At Steve Harvey, And Untold Steve Story","https://www.hypeplustv.com/ - DC Curry would serve as a recent guest on 'Pierre's Panic Room'. While speaking with Pierre, Curry ...","{'default': {'url': 'https://i.ytimg.com/vi/Ug9GpUkMhj4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Ug9GpUkMhj4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Ug9GpUkMhj4/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-02-11T14:30:10Z,Ug9GpUkMhj4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Ug9GpUkMhj4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
27,2024-02-11T13:57:50Z,UCwZ2vurIl_X8rv0Dv4mu12A,#nurimuhammad #worry #anxiety #faith #ineverknewtv,,"{'default': {'url': 'https://i.ytimg.com/vi/VQ3xOBu2pIs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/VQ3xOBu2pIs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/VQ3xOBu2pIs/hqdefault.jpg', 'width': 480, 'height': 360}}",I Never Knew Tv,none,2024-02-11T13:57:50Z,VQ3xOBu2pIs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/VQ3xOBu2pIs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
24,2024-02-10T18:00:30Z,UCJmmxwdAsR7lD8fBA_qbEMw,Why Kenya&#39;s Airforce Launched a Bloody Coup in 1982,"In the pre-dawn hours of August 1, 1982, the heart of Kenya's political landscape pulsated with an audacious rhythm, as a group ...","{'default': {'url': 'https://i.ytimg.com/vi/kwxVBJe_MPU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/kwxVBJe_MPU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/kwxVBJe_MPU/hqdefault.jpg', 'width': 480, 'height': 360}}",African Biographics,none,2024-02-10T18:00:30Z,kwxVBJe_MPU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/kwxVBJe_MPU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
26,2024-02-10T17:45:17Z,UCW5NNtTSY5z5mENZ8dt-RCw,Rio Carnival 2024 Block Party Day 1,"Rio Carnival 2024 Block Party Day 1. Rio de Janeiro is a huge seaside city in Brazil, famed for its Copacabana and Ipanema ...","{'default': {'url': 'https://i.ytimg.com/vi/iA23wvCjI_c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/iA23wvCjI_c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/iA23wvCjI_c/hqdefault.jpg', 'width': 480, 'height': 360}}",ACE ,none,2024-02-10T17:45:17Z,iA23wvCjI_c,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/iA23wvCjI_c"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
32,2024-02-10T05:00:09Z,UC4m46pCBkMEyy8gk26WKqbA,Broken Play | Navv Greene | S02 | EP23 | 02.09.24,THIS WEEK ON BROKEN PLAY: SuperBowl Sunday is here and they done got our favorite uncle for DWI. The guys discuss Pat ...,"{'default': {'url': 'https://i.ytimg.com/vi/F3wVlIBB1YI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/F3wVlIBB1YI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/F3wVlIBB1YI/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2024-02-10T05:00:09Z,F3wVlIBB1YI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/F3wVlIBB1YI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
3,2024-02-09T18:25:14Z,UC12lU5ymIvSpgl8KntDQUQA,The Afro-European Colonization Of Africa,Patreon: https://www.patreon.com/HomeTeamHistory.,"{'default': {'url': 'https://i.ytimg.com/vi/Oq6grnmqqAQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Oq6grnmqqAQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Oq6grnmqqAQ/hqdefault.jpg', 'width': 480, 'height': 360}}",HomeTeam History,none,2024-02-09T18:25:14Z,Oq6grnmqqAQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Oq6grnmqqAQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
10,2024-02-09T18:14:04Z,UC1ettU5YSf_nIOJWffCKGQw,malema shuts down a racist afriforum lawyer in court,julius malema in court shuts down a racist AfriForum lawyer telling him he cannot be the president of south africa. ✪ Subscribe ...,"{'default': {'url': 'https://i.ytimg.com/vi/oCbPVgQVOBM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/oCbPVgQVOBM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/oCbPVgQVOBM/hqdefault.jpg', 'width': 480, 'height': 360}}",LuiSpot,none,2024-02-09T18:14:04Z,oCbPVgQVOBM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/oCbPVgQVOBM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
34,2024-02-09T18:13:35Z,UCTis64XH8HrxE7GhEkA6YmA,History for Palestine in the Asian Cup 🇵🇸 #football #soccer #footy #asiancup #palestine,,"{'default': {'url': 'https://i.ytimg.com/vi/w58t_PMndws/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/w58t_PMndws/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/w58t_PMndws/hqdefault.jpg', 'width': 480, 'height': 360}}",5ASide Podcast,none,2024-02-09T18:13:35Z,w58t_PMndws,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/w58t_PMndws"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
25,2024-02-09T16:11:33Z,UClwrpH_Np9zk8uMwnMwu8Nw,Inside The House Where Marcus Garvey Was Born In Jamaica!,The Image of AFRICA has been DISTORTED around the WORLD & We are CHANGING the NARRATIVE via YOUTUBE videos ...,"{'default': {'url': 'https://i.ytimg.com/vi/1nYgqtO8Yz8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1nYgqtO8Yz8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1nYgqtO8Yz8/hqdefault.jpg', 'width': 480, 'height': 360}}",WODE MAYA,none,2024-02-09T16:11:33Z,1nYgqtO8Yz8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/1nYgqtO8Yz8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
9,2024-02-09T00:30:05Z,UCl6to6J7oVltnhHEVm1s87A,"Polly Jackson, an escaped slave who as an agent on the Underground Railroad helping others escape.",theperspective #africanhistory #africanews #africax5 She was known for fighting off slave catchers with a butcher knife and a ...,"{'default': {'url': 'https://i.ytimg.com/vi/4ci-PCvW1og/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4ci-PCvW1og/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4ci-PCvW1og/hqdefault.jpg', 'width': 480, 'height': 360}}",Africax5 Network,none,2024-02-09T00:30:05Z,4ci-PCvW1og,"<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/4ci-PCvW1og"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
4,2024-02-08T21:05:16Z,UCh2ANLALdN1OZUJKmvchkkg,Who Were The Ancient Ethiopians? Ancestors of The Egyptians...,Did you know that? Get all our books here: https://mrimhotep.org/shop Pre-order My African Icons 2 here: ...,"{'default': {'url': 'https://i.ytimg.com/vi/vyXtYozGb80/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vyXtYozGb80/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vyXtYozGb80/hqdefault.jpg', 'width': 480, 'height': 360}}",Mr. Imhotep,none,2024-02-08T21:05:16Z,vyXtYozGb80,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/vyXtYozGb80"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
30,2024-02-07T19:57:51Z,UCOhiR-6Y-MZtMERKRENrcRw,Social media from America is changing African culture,"This channel is to bring the awareness to the world of the beautiful continent of Africa. My intentions are to show the development, ...","{'default': {'url': 'https://i.ytimg.com/vi/x3ujmjQUJFg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/x3ujmjQUJFg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/x3ujmjQUJFg/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-02-07T19:57:51Z,x3ujmjQUJFg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/x3ujmjQUJFg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
2,2024-02-07T13:56:09Z,UCjBw2SidW7wFElbmj9bgDjw,Why Morris Dancers STILL wear Blackface 😱,"Have you ever wondered why Morris dancers dress in blackface? Well, the modern explanation is as follows. However, as ...","{'default': {'url': 'https://i.ytimg.com/vi/k-WeFn5SNNs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/k-WeFn5SNNs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/k-WeFn5SNNs/hqdefault.jpg', 'width': 480, 'height': 360}}",The Kings Monologue,none,2024-02-07T13:56:09Z,k-WeFn5SNNs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/k-WeFn5SNNs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
5,2024-02-06T18:00:09Z,UCIwGnOXoSXEI7Tooz3iKq5w,They Lied about the TRUE cradle of civilization,Join this channel to get access to perks: https://www.youtube.com/channel/UCIwGnOXoSXEI7Tooz3iKq5w/join ...,"{'default': {'url': 'https://i.ytimg.com/vi/qS92kE84VQQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/qS92kE84VQQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/qS92kE84VQQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Without History,none,2024-02-06T18:00:09Z,qS92kE84VQQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/qS92kE84VQQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
35,2024-02-06T13:47:36Z,UCbvE_5m8kmm9U58gDHtzYrA,"From the street of Lagos, to the top of football! Meet Victor Osimhen!",,"{'default': {'url': 'https://i.ytimg.com/vi/lxIssl9cEYc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lxIssl9cEYc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lxIssl9cEYc/hqdefault.jpg', 'width': 480, 'height': 360}}",AfroBallers,none,2024-02-06T13:47:36Z,lxIssl9cEYc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/lxIssl9cEYc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
0,2024-02-05T11:46:11Z,UCHbmePHjGH3pklvSla6szWw,This is How Dr. Chancellor Williams and Dr. Cheikh Anta Diop Discovered That Kemet/Egypt Was Black,"In this video we look at how Dr. Chancellor Williams and Dr. Cheikh Anta Diop reached the same conclusion about Black Kemet, ...","{'default': {'url': 'https://i.ytimg.com/vi/3Zc9h4ac5cg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3Zc9h4ac5cg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3Zc9h4ac5cg/hqdefault.jpg', 'width': 480, 'height': 360}}",KueliMika,none,2024-02-05T11:46:11Z,3Zc9h4ac5cg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/3Zc9h4ac5cg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
29,2024-02-05T03:17:06Z,UCF71yDQwxfw0QcYb2JnkB5Q,Why I Left the American Dream for Ghana 🇬🇭,Meet the Dynamic Duo: Nana Amobi & Kokwe Amegavie Friends for 20+ years and the masterminds behind Polish'd & Hair ...,"{'default': {'url': 'https://i.ytimg.com/vi/I_9Ev2rbvtA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/I_9Ev2rbvtA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/I_9Ev2rbvtA/hqdefault.jpg', 'width': 480, 'height': 360}}",PassportHeavy,none,2024-02-05T03:17:06Z,I_9Ev2rbvtA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/I_9Ev2rbvtA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
23,2024-02-02T19:38:31Z,UCLjzzg-cFWpEEjnWCOpXp3Q,The Breakdown,"Join Je, Koko and President Yejide as they discuss the mainstream cooptation of black holidays and pandering toward African ...","{'default': {'url': 'https://i.ytimg.com/vi/yr_rwbhCebw/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yr_rwbhCebw/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yr_rwbhCebw/hqdefault_live.jpg', 'width': 480, 'height': 360}}",The Burning Spear TV,upcoming,2024-02-02T19:38:31Z,yr_rwbhCebw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/yr_rwbhCebw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
